Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,YoY_State,State,YoY_Region,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YoY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL,Zipcode
Alief_ISD_Grade 6 Mathematics,Alief_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.05,0.3,0.04,0.28,0.03,0.25,0.02,0.34,0.05,0.29,0.04,0.3,77411
Alief_ISD_Grade 6 Mathematics,Alief_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.08,0.65,0.08,0.63,0.09,0.62,0.03,0.63,0.1,0.65,0.09,0.65,77411
Alief_ISD_Grade 6 Mathematics,Alief_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.08,0.65,0.08,0.63,0.09,0.62,0.03,0.63,0.1,0.65,0.09,0.65,77411
Alief_ISD_Grade 6 Reading,Alief_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.12,0.62,0.1,0.64,0.11,0.57,0.1,0.64,0.11,0.6,0.1,0.59,77411
Alief_ISD_Grade 6 Reading,Alief_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.12,0.62,0.1,0.64,0.11,0.57,0.1,0.64,0.11,0.6,0.1,0.59,77411
Alief_ISD_Grade 6 Reading,Alief_ISD,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.07,0.15,0.08,0.17,0.06,0.11,0.06,0.16,0.07,0.14,0.06,0.13,77411
Alief_ISD_Grade 6 Reading,Alief_ISD,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.07,0.15,0.08,0.17,0.06,0.11,0.06,0.16,0.07,0.14,0.06,0.13,77411
Alief_ISD_Grade 6 Reading,Alief_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.12,0.34,0.11,0.36,0.12,0.29,0.05,0.33,0.13,0.33,0.12,0.31,77411
Alief_ISD_Grade 6 Reading,Alief_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.12,0.34,0.11,0.36,0.12,0.29,0.05,0.33,0.13,0.33,0.12,0.31,77411
Alief_ISD_Grade 7 Mathematics,Alief_ISD,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.06,0.13,0.06,0.13,0.05,0.09,0.14,0.19,0.05,0.12,0.05,0.12,77411
Alief_ISD_Grade 7 Mathematics,Alief_ISD,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.06,0.13,0.06,0.13,0.05,0.09,0.14,0.19,0.05,0.12,0.05,0.12,77411
Alief_ISD_Grade 7 Mathematics,Alief_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0.12,0.32,0.1,0.29,0.12,0.28,0.16,0.4,0.12,0.31,0.11,0.31,77411
Alief_ISD_Grade 7 Mathematics,Alief_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0.12,0.32,0.1,0.29,0.12,0.28,0.16,0.4,0.12,0.31,0.11,0.31,77411
Alief_ISD_Grade 7 Mathematics,Alief_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.1,0.6,0.11,0.56,0.1,0.58,0.08,0.63,0.11,0.6,0.09,0.6,77411
Alief_ISD_Grade 7 Mathematics,Alief_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.1,0.6,0.11,0.56,0.1,0.58,0.08,0.63,0.11,0.6,0.09,0.6,77411
Alief_ISD_Grade 7 Reading,Alief_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.11,0.71,0.1,0.73,0.12,0.68,0.15,0.79,0.13,0.72,0.11,0.69,77411
Alief_ISD_Grade 7 Reading,Alief_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.11,0.71,0.1,0.73,0.12,0.68,0.15,0.79,0.13,0.72,0.11,0.69,77411
Alief_ISD_Grade 7 Reading,Alief_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.56,0.11,0.58,0.13,0.46,0.11,0.47,0.12,0.41,0.29,0.63,0.13,0.45,0.1,0.42,77411
Alief_ISD_Grade 7 Reading,Alief_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.56,0.11,0.58,0.13,0.46,0.11,0.47,0.12,0.41,0.29,0.63,0.13,0.45,0.1,0.42,77411
Alief_ISD_Grade 7 Reading,Alief_ISD,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.09,0.27,0.11,0.29,0.08,0.22,0.17,0.38,0.1,0.27,0.1,0.26,77411
Alief_ISD_Grade 7 Reading,Alief_ISD,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.09,0.27,0.11,0.29,0.08,0.22,0.17,0.38,0.1,0.27,0.1,0.26,77411
Aristoi_Classical_Academy_Grade 3 Mathematics,Aristoi_Classical_Academy,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.06,0.21,0,0.09,0.09,0.21,0.16,0.27,0.06,0.06,0,0,77493
Aristoi_Classical_Academy_Grade 3 Mathematics,Aristoi_Classical_Academy,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.06,0.21,0,0.09,0.09,0.21,0.16,0.27,0.06,0.06,0,0,77493
Aristoi_Classical_Academy_Grade 3 Mathematics,Aristoi_Classical_Academy,Grade 3 Mathematics,At Approaches Grade Level or Above,2021_2022,0.09,0.71,0.09,0.71,0.01,0.72,-0.09,0.55,-0.04,0.64,0.13,0.81,0.11,0.56,0.2,0.6,77493
Aristoi_Classical_Academy_Grade 3 Mathematics,Aristoi_Classical_Academy,Grade 3 Mathematics,At Approaches Grade Level or Above,2021_2022,0.09,0.71,0.09,0.71,0.01,0.72,-0.09,0.55,-0.04,0.64,0.13,0.81,0.11,0.56,0.2,0.6,77493
Aristoi_Classical_Academy_Grade 3 Mathematics,Aristoi_Classical_Academy,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.07,0.5,-0.09,0.36,0.15,0.43,0.13,0.6,0.27,0.41,-0.2,0,77493
Aristoi_Classical_Academy_Grade 3 Mathematics,Aristoi_Classical_Academy,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.07,0.5,-0.09,0.36,0.15,0.43,0.13,0.6,0.27,0.41,-0.2,0,77493
Aristoi_Classical_Academy_Grade 3 Reading,Aristoi_Classical_Academy,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.02,0.84,-0.09,0.64,-0.01,0.79,0.06,0.9,0.05,0.78,0,0.6,77493
Aristoi_Classical_Academy_Grade 3 Reading,Aristoi_Classical_Academy,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.02,0.84,-0.09,0.64,-0.01,0.79,0.06,0.9,0.05,0.78,0,0.6,77493
Aristoi_Classical_Academy_Grade 3 Reading,Aristoi_Classical_Academy,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.14,0.46,-0.27,0.18,0.11,0.43,0.22,0.54,0.35,0.44,0,0.2,77493
Aristoi_Classical_Academy_Grade 3 Reading,Aristoi_Classical_Academy,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.14,0.46,-0.27,0.18,0.11,0.43,0.22,0.54,0.35,0.44,0,0.2,77493
Aristoi_Classical_Academy_Grade 3 Reading,Aristoi_Classical_Academy,Grade 3 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.51,0.13,0.52,0.08,0.63,-0.28,0.45,0.02,0.5,0.22,0.77,0.41,0.59,0,0.2,77493
Aristoi_Classical_Academy_Grade 3 Reading,Aristoi_Classical_Academy,Grade 3 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.51,0.13,0.52,0.08,0.63,-0.28,0.45,0.02,0.5,0.22,0.77,0.41,0.59,0,0.2,77493
Beta_Academy_Grade 5 Mathematics,Beta_Academy,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0,0.25,0.001,0.26,-0.24,0.2,-0.32,0.13,-0.23,0.21,-0.36,0.14,-0.24,0.17,-0.06,0.33,77075
Beta_Academy_Grade 5 Mathematics,Beta_Academy,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0,0.25,0.001,0.26,-0.24,0.2,-0.32,0.13,-0.23,0.21,-0.36,0.14,-0.24,0.17,-0.06,0.33,77075
Beta_Academy_Grade 5 Mathematics,Beta_Academy,Grade 5 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.48,0.04,0.49,0,0.67,-0.13,0.6,0.04,0.69,-0.57,0.43,-0.02,0.65,0.11,0.75,77075
Beta_Academy_Grade 5 Mathematics,Beta_Academy,Grade 5 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.48,0.04,0.49,0,0.67,-0.13,0.6,0.04,0.69,-0.57,0.43,-0.02,0.65,0.11,0.75,77075
Beta_Academy_Grade 5 Mathematics,Beta_Academy,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.04,0.95,-0.07,0.93,0.03,0.94,0,1,0,0.93,0.1,0.96,77075
Beta_Academy_Grade 5 Mathematics,Beta_Academy,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.04,0.95,-0.07,0.93,0.03,0.94,0,1,0,0.93,0.1,0.96,77075
Beta_Academy_Grade 5 Reading,Beta_Academy,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.01,0.52,-0.17,0.47,0.01,0.5,0.21,0.71,-0.01,0.5,0,0.46,77075
Beta_Academy_Grade 5 Reading,Beta_Academy,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.01,0.52,-0.17,0.47,0.01,0.5,0.21,0.71,-0.01,0.5,0,0.46,77075
Beta_Academy_Grade 5 Reading,Beta_Academy,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,-0.03,0.92,-0.04,0.87,-0.04,0.93,-0.14,0.86,-0.1,0.9,-0.01,0.92,77075
Beta_Academy_Grade 5 Reading,Beta_Academy,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,-0.03,0.92,-0.04,0.87,-0.04,0.93,-0.14,0.86,-0.1,0.9,-0.01,0.92,77075
Beta_Academy_Grade 5 Reading,Beta_Academy,Grade 5 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.58,0.11,0.58,-0.02,0.74,0,0.73,-0.07,0.72,0.19,0.86,-0.08,0.72,-0.02,0.71,77075
Beta_Academy_Grade 5 Reading,Beta_Academy,Grade 5 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.58,0.11,0.58,-0.02,0.74,0,0.73,-0.07,0.72,0.19,0.86,-0.08,0.72,-0.02,0.71,77075
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Approaches Grade Level or Above,2021_2022,0.04,0.66,0.04,0.66,-0.13,0.71,-0.35,0.47,-0.14,0.72,0.17,1,-0.15,0.7,-0.12,0.67,77075
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Approaches Grade Level or Above,2021_2022,0.04,0.66,0.04,0.66,-0.13,0.71,-0.35,0.47,-0.14,0.72,0.17,1,-0.15,0.7,-0.12,0.67,77075
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,-0.12,0.06,-0.2,0.07,-0.08,0.06,-0.36,0.14,-0.06,0.07,-0.12,0.04,77075
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,-0.12,0.06,-0.2,0.07,-0.08,0.06,-0.36,0.14,-0.06,0.07,-0.12,0.04,77075
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,-0.17,0.27,-0.28,0.27,-0.18,0.22,-0.4,0.43,-0.12,0.27,-0.16,0.29,77075
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,-0.17,0.27,-0.28,0.27,-0.18,0.22,-0.4,0.43,-0.12,0.27,-0.16,0.29,77075
Beta_Academy_Grade 6 Mathematics,Beta_Academy,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0.17,0.23,0.4,0.4,0.1,0.18,0.4,0.4,0.11,0.18,0.09,0.19,77075
Beta_Academy_Grade 6 Mathematics,Beta_Academy,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0.17,0.23,0.4,0.4,0.1,0.18,0.4,0.4,0.11,0.18,0.09,0.19,77075
Beta_Academy_Grade 6 Mathematics,Beta_Academy,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.21,0.51,0.47,0.6,0.21,0.51,0,0.4,0.24,0.49,0.09,0.44,77075
Beta_Academy_Grade 6 Mathematics,Beta_Academy,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.21,0.51,0.47,0.6,0.21,0.51,0,0.4,0.24,0.49,0.09,0.44,77075
Beta_Academy_Grade 6 Mathematics,Beta_Academy,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.08,0.92,-0.07,0.93,0.12,0.94,0,0.8,0.13,0.96,0.08,0.96,77075
Beta_Academy_Grade 6 Mathematics,Beta_Academy,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.08,0.92,-0.07,0.93,0.12,0.94,0,0.8,0.13,0.96,0.08,0.96,77075
Beta_Academy_Grade 6 Reading,Beta_Academy,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.23,0.44,0.53,0.53,0.19,0.45,0.4,0.4,0.21,0.41,0.13,0.36,77075
Beta_Academy_Grade 6 Reading,Beta_Academy,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.23,0.44,0.53,0.53,0.19,0.45,0.4,0.4,0.21,0.41,0.13,0.36,77075
Beta_Academy_Grade 6 Reading,Beta_Academy,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.02,0.92,-0.07,0.93,0.07,0.95,-0.2,0.8,0.06,0.93,-0.04,0.86,77075
Beta_Academy_Grade 6 Reading,Beta_Academy,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.02,0.92,-0.07,0.93,0.07,0.95,-0.2,0.8,0.06,0.93,-0.04,0.86,77075
Beta_Academy_Grade 6 Reading,Beta_Academy,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.25,0.73,0.48,0.73,0.26,0.78,0,0.4,0.24,0.72,0.11,0.64,77075
Beta_Academy_Grade 6 Reading,Beta_Academy,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.25,0.73,0.48,0.73,0.26,0.78,0,0.4,0.24,0.72,0.11,0.64,77075
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.04,0.16,0,0.04,0.04,0.16,0.17,0.24,0.04,0.14,0.03,0.17,77530
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.04,0.16,0,0.04,0.04,0.16,0.17,0.24,0.04,0.14,0.03,0.17,77530
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021_2022,0.09,0.71,0.09,0.71,0.05,0.66,0.1,0.56,0.05,0.67,-0.02,0.65,0.07,0.66,0.05,0.69,77530
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021_2022,0.09,0.71,0.09,0.71,0.05,0.66,0.1,0.56,0.05,0.67,-0.02,0.65,0.07,0.66,0.05,0.69,77530
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.1,0.39,0.15,0.32,0.1,0.39,0.11,0.41,0.1,0.37,0.08,0.4,77530
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.1,0.39,0.15,0.32,0.1,0.39,0.11,0.41,0.1,0.37,0.08,0.4,77530
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.04,0.67,0.16,0.68,0.03,0.66,-0.04,0.74,0.06,0.67,0.03,0.67,77530
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.04,0.67,0.16,0.68,0.03,0.66,-0.04,0.74,0.06,0.67,0.03,0.67,77530
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.06,0.19,0.03,0.1,0.06,0.19,0.09,0.24,0.05,0.17,0.06,0.2,77530
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.06,0.19,0.03,0.1,0.06,0.19,0.09,0.24,0.05,0.17,0.06,0.2,77530
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.51,0.13,0.52,0.09,0.4,0.15,0.32,0.09,0.4,0.1,0.47,0.13,0.39,0.11,0.41,77530
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.51,0.13,0.52,0.09,0.4,0.15,0.32,0.09,0.4,0.1,0.47,0.13,0.39,0.11,0.41,77530
Channelview_ISD_Grade 4 Mathematics,Channelview_ISD,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0,0.19,-0.09,0.03,0.01,0.2,0.06,0.22,0,0.18,0.02,0.25,77530
Channelview_ISD_Grade 4 Mathematics,Channelview_ISD,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0,0.19,-0.09,0.03,0.01,0.2,0.06,0.22,0,0.18,0.02,0.25,77530
Channelview_ISD_Grade 4 Mathematics,Channelview_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021_2022,0.07,0.43,0.07,0.44,0.08,0.4,-0.06,0.14,0.09,0.43,0.1,0.37,0.07,0.39,0.11,0.47,77530
Channelview_ISD_Grade 4 Mathematics,Channelview_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021_2022,0.07,0.43,0.07,0.44,0.08,0.4,-0.06,0.14,0.09,0.43,0.1,0.37,0.07,0.39,0.11,0.47,77530
Channelview_ISD_Grade 4 Mathematics,Channelview_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.09,0.68,0.02,0.41,0.11,0.71,0.13,0.7,0.1,0.67,0.11,0.75,77530
Channelview_ISD_Grade 4 Mathematics,Channelview_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.09,0.68,0.02,0.41,0.11,0.71,0.13,0.7,0.1,0.67,0.11,0.75,77530
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.12,0.21,0.06,0.14,0.12,0.2,0.24,0.33,0.11,0.19,0.12,0.22,77530
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.12,0.21,0.06,0.14,0.12,0.2,0.24,0.33,0.11,0.19,0.12,0.22,77530
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021_2022,0.14,0.77,0.14,0.77,0.16,0.74,0.14,0.61,0.16,0.76,0.15,0.7,0.18,0.73,0.14,0.75,77530
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021_2022,0.14,0.77,0.14,0.77,0.16,0.74,0.14,0.61,0.16,0.76,0.15,0.7,0.18,0.73,0.14,0.75,77530
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021_2022,0.18,0.54,0.18,0.55,0.22,0.48,0.17,0.33,0.21,0.49,0.34,0.52,0.19,0.45,0.21,0.5,77530
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021_2022,0.18,0.54,0.18,0.55,0.22,0.48,0.17,0.33,0.21,0.49,0.34,0.52,0.19,0.45,0.21,0.5,77530
Channelview_ISD_Grade 5 Mathematics,Channelview_ISD,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0,0.25,0.001,0.26,0.06,0.24,0.08,0.08,0.06,0.26,0,0.2,0.08,0.24,0.09,0.31,77530
Channelview_ISD_Grade 5 Mathematics,Channelview_ISD,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0,0.25,0.001,0.26,0.06,0.24,0.08,0.08,0.06,0.26,0,0.2,0.08,0.24,0.09,0.31,77530
Channelview_ISD_Grade 5 Mathematics,Channelview_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.48,0.04,0.49,0.1,0.48,0.13,0.23,0.09,0.5,0.11,0.5,0.1,0.47,0.16,0.54,77530
Channelview_ISD_Grade 5 Mathematics,Channelview_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.48,0.04,0.49,0.1,0.48,0.13,0.23,0.09,0.5,0.11,0.5,0.1,0.47,0.16,0.54,77530
Channelview_ISD_Grade 5 Mathematics,Channelview_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.1,0.77,0.17,0.62,0.08,0.78,0.16,0.82,0.1,0.77,0.1,0.8,77530
Channelview_ISD_Grade 5 Mathematics,Channelview_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.1,0.77,0.17,0.62,0.08,0.78,0.16,0.82,0.1,0.77,0.1,0.8,77530
Channelview_ISD_Grade 5 Reading,Channelview_ISD,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.09,0.3,0.13,0.27,0.07,0.29,0.17,0.36,0.09,0.28,0.1,0.31,77530
Channelview_ISD_Grade 5 Reading,Channelview_ISD,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.09,0.3,0.13,0.27,0.07,0.29,0.17,0.36,0.09,0.28,0.1,0.31,77530
Channelview_ISD_Grade 5 Reading,Channelview_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.13,0.78,0.18,0.63,0.11,0.79,0.27,0.82,0.15,0.77,0.15,0.8,77530
Channelview_ISD_Grade 5 Reading,Channelview_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.13,0.78,0.18,0.63,0.11,0.79,0.27,0.82,0.15,0.77,0.15,0.8,77530
Channelview_ISD_Grade 5 Reading,Channelview_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.58,0.11,0.58,0.15,0.53,0.2,0.4,0.13,0.54,0.31,0.57,0.16,0.51,0.14,0.56,77530
Channelview_ISD_Grade 5 Reading,Channelview_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.58,0.11,0.58,0.15,0.53,0.2,0.4,0.13,0.54,0.31,0.57,0.16,0.51,0.14,0.56,77530
Channelview_ISD_Grade 5 Science,Channelview_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021_2022,0.04,0.66,0.04,0.66,0.12,0.65,0.24,0.46,0.1,0.66,0.19,0.73,0.13,0.64,0.1,0.67,77530
Channelview_ISD_Grade 5 Science,Channelview_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021_2022,0.04,0.66,0.04,0.66,0.12,0.65,0.24,0.46,0.1,0.66,0.19,0.73,0.13,0.64,0.1,0.67,77530
Channelview_ISD_Grade 5 Science,Channelview_ISD,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.1,0.15,0.06,0.08,0.1,0.15,0.13,0.18,0.1,0.15,0.1,0.15,77530
Channelview_ISD_Grade 5 Science,Channelview_ISD,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.1,0.15,0.06,0.08,0.1,0.15,0.13,0.18,0.1,0.15,0.1,0.15,77530
Channelview_ISD_Grade 5 Science,Channelview_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.16,0.34,0.15,0.23,0.16,0.35,0.23,0.41,0.16,0.33,0.17,0.37,77530
Channelview_ISD_Grade 5 Science,Channelview_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.16,0.34,0.15,0.23,0.16,0.35,0.23,0.41,0.16,0.33,0.17,0.37,77530
Channelview_ISD_Grade 6 Mathematics,Channelview_ISD,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0,0.06,0.03,0.05,0,0.06,0.05,0.12,-0.01,0.05,-0.01,0.06,77530
Channelview_ISD_Grade 6 Mathematics,Channelview_ISD,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0,0.06,0.03,0.05,0,0.06,0.05,0.12,-0.01,0.05,-0.01,0.06,77530
Channelview_ISD_Grade 6 Mathematics,Channelview_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.04,0.24,0.01,0.15,0.05,0.26,0.06,0.23,0.04,0.23,0.03,0.23,77530
Channelview_ISD_Grade 6 Mathematics,Channelview_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.04,0.24,0.01,0.15,0.05,0.26,0.06,0.23,0.04,0.23,0.03,0.23,77530
Channelview_ISD_Grade 6 Mathematics,Channelview_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.07,0.66,0.07,0.53,0.08,0.68,-0.02,0.6,0.06,0.63,0.05,0.63,77530
