Primary_Key,School_Name,Grade_STAAR_Test,Mastery_Level,School_Year,YOY_State,State,YOY_Region,Region_04,YOY_District,District,YOY_African_American,African_American,YoY_Hispanic,Hispanic,YoY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Cypress_Fairbanks_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Cypress_Fairbanks_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,0.44,-0.14,0.45,-0.11,0.51,-0.17,0.33,-0.13,0.43,-0.07,0.68,-0.13,0.39,-0.12,0.47
Cypress_Fairbanks_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Cypress_Fairbanks_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.20,0.70,-0.19,0.70,-0.17,0.75,-0.25,0.61,-0.22,0.70,-0.08,0.88,-0.22,0.67,-0.20,0.72
Cypress_Fairbanks_ISD_Grade 5 Reading+_At Masters Grade Level,Cypress_Fairbanks_ISD,Grade 5 Reading+,At Masters Grade Level,2021,0.01,0.30,0.01,0.31,0.02,0.38,0.01,0.28,0.01,0.29,0.04,0.54,0.02,0.27,0.02,0.31
Cypress_Fairbanks_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Cypress_Fairbanks_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2021,-0.08,0.46,-0.07,0.47,-0.07,0.54,-0.11,0.41,-0.07,0.47,-0.06,0.71,-0.07,0.43,-0.06,0.47
Cypress_Fairbanks_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Cypress_Fairbanks_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2021,-0.13,0.73,-0.13,0.73,-0.11,0.79,-0.16,0.69,-0.13,0.75,-0.07,0.89,-0.14,0.72,-0.13,0.75
Cypress_Fairbanks_ISD_Grade 5 Science_At Masters Grade Level,Cypress_Fairbanks_ISD,Grade 5 Science,At Masters Grade Level,2021,-0.11,0.13,-0.11,0.14,-0.17,0.21,-0.14,0.10,-0.16,0.13,-0.20,0.35,-0.14,0.11,-0.16,0.16
Cypress_Fairbanks_ISD_Grade 5 Science_At Meets Grade Level or Above,Cypress_Fairbanks_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.32,-0.21,0.44,-0.22,0.27,-0.24,0.35,-0.17,0.63,-0.22,0.31,-0.23,0.37
Cypress_Fairbanks_ISD_Grade 5 Science_At Approaches Grade Level or Above,Cypress_Fairbanks_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,0.62,-0.13,0.62,-0.11,0.75,-0.18,0.59,-0.15,0.70,-0.05,0.89,-0.15,0.66,-0.14,0.71
Deer_Park_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,-0.17,0.62,-0.17,0.62,-0.12,0.70,-0.34,0.33,-0.13,0.68,-0.10,0.75,-0.14,0.62,-0.08,0.72
Deer_Park_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,-0.09,0.67,-0.08,0.68,-0.10,0.72,-0.23,0.44,-0.11,0.66,-0.05,0.83,-0.10,0.64,-0.02,0.64
Deer_Park_ISD_Grade 4 Mathematics_At Masters Grade Level,Deer_Park_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,-0.07,0.21,-0.08,0.22,-0.07,0.26,-0.15,0.09,-0.05,0.21,-0.07,0.37,-0.06,0.17,-0.07,0.12
Deer_Park_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Deer_Park_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,-0.12,0.36,-0.12,0.37,-0.12,0.42,-0.12,0.17,-0.14,0.34,-0.07,0.57,-0.13,0.31,-0.20,0.23
Deer_Park_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,0.59,-0.16,0.60,-0.16,0.67,-0.24,0.43,-0.18,0.62,-0.12,0.77,-0.20,0.56,-0.32,0.49
Deer_Park_ISD_Grade 4 Reading_At Masters Grade Level,Deer_Park_ISD,Grade 4 Reading,At Masters Grade Level,2021,-0.05,0.17,-0.05,0.18,-0.05,0.17,-0.05,0.09,-0.04,0.12,-0.06,0.26,-0.02,0.11,-0.03,0.04
Deer_Park_ISD_Grade 4 Reading_At Meets Grade Level or Above,Deer_Park_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,-0.08,0.36,-0.08,0.37,-0.08,0.37,-0.16,0.17,-0.07,0.30,-0.13,0.48,-0.05,0.28,-0.13,0.13
Deer_Park_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,-0.12,0.63,-0.12,0.63,-0.15,0.65,-0.19,0.43,-0.15,0.60,-0.14,0.74,-0.17,0.56,-0.23,0.43
Deer_Park_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Deer_Park_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,0.44,-0.14,0.45,-0.17,0.39,-0.36,0.05,-0.13,0.35,-0.23,0.47,-0.17,0.31,-0.09,0.31
Deer_Park_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.20,0.70,-0.19,0.70,-0.22,0.74,-0.45,0.50,-0.20,0.75,-0.23,0.75,-0.27,0.68,-0.18,0.77
Deer_Park_ISD_Grade 5 Reading+_At Masters Grade Level,Deer_Park_ISD,Grade 5 Reading+,At Masters Grade Level,2021,0.01,0.30,0.01,0.31,0.01,0.29,-0.08,0.09,0.00,0.24,0.03,0.38,-0.02,0.19,0.03,0.17
Deer_Park_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Deer_Park_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2021,-0.08,0.46,-0.07,0.47,-0.09,0.48,-0.12,0.26,-0.08,0.42,-0.10,0.58,-0.11,0.36,-0.05,0.39
Deer_Park_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2021,-0.13,0.73,-0.13,0.73,-0.15,0.77,-0.31,0.57,-0.15,0.74,-0.13,0.83,-0.18,0.69,-0.18,0.66
Deer_Park_ISD_Grade 5 Science_At Meets Grade Level or Above,Deer_Park_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.32,-0.22,0.40,-0.33,0.13,-0.19,0.35,-0.29,0.48,-0.24,0.28,-0.15,0.28
Deer_Park_ISD_Grade 5 Science_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,0.62,-0.13,0.62,-0.11,0.75,-0.31,0.48,-0.11,0.70,-0.12,0.83,-0.15,0.64,-0.10,0.64
Galena_Park_ISD_Grade 3 Mathematics_At Masters Grade Level,Galena_Park_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,-0.11,0.14,-0.10,0.15,-0.12,0.08,-0.06,0.06,-0.13,0.08,-0.12,0.10,-0.12,0.07,-0.14,0.08
Galena_Park_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Galena_Park_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.31,-0.23,0.23,-0.15,0.15,-0.25,0.23,-0.15,0.31,-0.24,0.20,-0.26,0.23
Galena_Park_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,-0.17,0.62,-0.17,0.62,-0.22,0.58,-0.24,0.46,-0.22,0.60,-0.21,0.62,-0.23,0.56,-0.22,0.61
Galena_Park_ISD_Grade 3 Reading_At Masters Grade Level,Galena_Park_ISD,Grade 3 Reading,At Masters Grade Level,2021,-0.08,0.19,-0.08,0.20,-0.10,0.12,-0.08,0.10,-0.10,0.12,-0.10,0.21,-0.10,0.11,-0.10,0.12
Galena_Park_ISD_Grade 3 Reading_At Meets Grade Level or Above,Galena_Park_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,-0.06,0.39,-0.07,0.39,-0.14,0.27,-0.13,0.23,-0.15,0.27,-0.01,0.43,-0.15,0.24,-0.18,0.25
Galena_Park_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,-0.09,0.67,-0.08,0.68,-0.18,0.58,-0.15,0.55,-0.20,0.57,0.02,0.71,-0.20,0.55,-0.22,0.55
Galena_Park_ISD_Grade 4 Mathematics_At Masters Grade Level,Galena_Park_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,-0.07,0.21,-0.08,0.22,-0.11,0.15,-0.08,0.09,-0.11,0.16,-0.23,0.11,-0.11,0.14,-0.11,0.17
Galena_Park_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Galena_Park_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,-0.12,0.36,-0.12,0.37,-0.18,0.29,-0.20,0.19,-0.17,0.31,-0.19,0.36,-0.18,0.27,-0.15,0.33
Galena_Park_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,0.59,-0.16,0.60,-0.22,0.56,-0.30,0.43,-0.20,0.58,-0.17,0.64,-0.23,0.54,-0.17,0.61
Galena_Park_ISD_Grade 4 Reading_At Masters Grade Level,Galena_Park_ISD,Grade 4 Reading,At Masters Grade Level,2021,-0.05,0.17,-0.05,0.18,-0.02,0.13,-0.02,0.10,-0.02,0.13,0.00,0.17,-0.03,0.11,-0.03,0.13
Galena_Park_ISD_Grade 4 Reading_At Meets Grade Level or Above,Galena_Park_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,-0.08,0.36,-0.08,0.37,-0.07,0.29,-0.05,0.25,-0.07,0.30,-0.12,0.30,-0.09,0.26,-0.07,0.29
Galena_Park_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,-0.12,0.63,-0.12,0.63,-0.15,0.57,-0.17,0.51,-0.15,0.57,-0.17,0.63,-0.17,0.54,-0.15,0.56
Galena_Park_ISD_Grade 5 Mathematics+_At Masters Grade Level,Galena_Park_ISD,Grade 5 Mathematics+,At Masters Grade Level,2021,-0.11,0.25,-0.12,0.26,-0.15,0.21,-0.14,0.10,-0.14,0.23,-0.36,0.11,-0.14,0.20,-0.13,0.25
Galena_Park_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Galena_Park_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,0.44,-0.14,0.45,-0.18,0.41,-0.20,0.24,-0.17,0.44,-0.15,0.45,-0.18,0.39,-0.16,0.46
Galena_Park_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.20,0.70,-0.19,0.70,-0.22,0.70,-0.35,0.54,-0.20,0.72,-0.10,0.75,-0.23,0.68,-0.21,0.73
Galena_Park_ISD_Grade 5 Reading+_At Masters Grade Level,Galena_Park_ISD,Grade 5 Reading+,At Masters Grade Level,2021,0.01,0.30,0.01,0.31,0.02,0.21,-0.02,0.15,0.03,0.21,-0.05,0.25,0.02,0.19,0.03,0.20
Galena_Park_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Galena_Park_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2021,-0.08,0.46,-0.07,0.47,-0.08,0.37,-0.15,0.27,-0.06,0.38,-0.11,0.43,-0.07,0.35,-0.04,0.40
Galena_Park_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2021,-0.13,0.73,-0.13,0.73,-0.13,0.71,-0.22,0.57,-0.12,0.73,-0.16,0.68,-0.13,0.70,-0.12,0.74
Galena_Park_ISD_Grade 5 Science_At Masters Grade Level,Galena_Park_ISD,Grade 5 Science,At Masters Grade Level,2021,-0.11,0.13,-0.11,0.14,-0.13,0.07,-0.04,0.06,-0.13,0.07,-0.18,0.09,-0.12,0.06,-0.13,0.07
Galena_Park_ISD_Grade 5 Science_At Meets Grade Level or Above,Galena_Park_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.32,-0.27,0.21,-0.21,0.14,-0.27,0.22,-0.29,0.27,-0.26,0.20,-0.28,0.22
Galena_Park_ISD_Grade 5 Science_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,0.62,-0.13,0.62,-0.20,0.56,-0.21,0.47,-0.21,0.56,-0.16,0.64,-0.21,0.54,-0.21,0.57
Goose_Creek_ISD_Grade 3 Mathematics_At Masters Grade Level,Goose_Creek_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,-0.11,0.14,-0.10,0.15,-0.07,0.12,-0.07,0.04,-0.08,0.11,-0.06,0.17,-0.07,0.10,-0.07,0.13
Goose_Creek_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.31,-0.13,0.28,-0.13,0.15,-0.13,0.28,-0.07,0.41,-0.13,0.24,-0.09,0.31
Goose_Creek_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,-0.17,0.62,-0.17,0.62,-0.14,0.61,-0.17,0.45,-0.13,0.61,-0.14,0.68,-0.16,0.56,-0.10,0.63
Goose_Creek_ISD_Grade 3 Reading_At Masters Grade Level,Goose_Creek_ISD,Grade 3 Reading,At Masters Grade Level,2021,-0.08,0.19,-0.08,0.20,-0.06,0.15,-0.03,0.11,-0.06,0.13,-0.03,0.24,-0.05,0.12,-0.03,0.13
Goose_Creek_ISD_Grade 3 Reading_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,-0.06,0.39,-0.07,0.39,-0.03,0.34,-0.02,0.25,-0.03,0.32,0.02,0.47,-0.04,0.29,-0.02,0.31
Goose_Creek_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,-0.09,0.67,-0.08,0.68,-0.06,0.66,-0.09,0.57,-0.05,0.65,-0.06,0.74,-0.07,0.61,-0.05,0.64
Goose_Creek_ISD_Grade 4 Mathematics_At Masters Grade Level,Goose_Creek_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,-0.07,0.21,-0.08,0.22,-0.04,0.18,-0.08,0.05,-0.04,0.18,0.00,0.26,-0.05,0.14,-0.07,0.16
Goose_Creek_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,-0.12,0.36,-0.12,0.37,-0.09,0.32,-0.13,0.16,-0.09,0.33,-0.05,0.40,-0.09,0.28,-0.11,0.31
Goose_Creek_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,0.59,-0.16,0.60,-0.13,0.58,-0.26,0.40,-0.12,0.59,-0.08,0.67,-0.14,0.54,-0.12,0.59
Goose_Creek_ISD_Grade 4 Reading_At Masters Grade Level,Goose_Creek_ISD,Grade 4 Reading,At Masters Grade Level,2021,-0.05,0.17,-0.05,0.18,-0.02,0.14,-0.05,0.06,-0.02,0.14,0.00,0.21,-0.04,0.10,-0.03,0.11
Goose_Creek_ISD_Grade 4 Reading_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,-0.08,0.36,-0.08,0.37,-0.03,0.34,-0.10,0.22,-0.03,0.33,-0.03,0.42,-0.05,0.28,-0.02,0.31
Goose_Creek_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,-0.12,0.63,-0.12,0.63,-0.11,0.60,-0.21,0.45,-0.09,0.62,-0.08,0.65,-0.12,0.55,-0.11,0.59
Goose_Creek_ISD_Grade 5 Mathematics+_At Masters Grade Level,Goose_Creek_ISD,Grade 5 Mathematics+,At Masters Grade Level,2021,-0.11,0.25,-0.12,0.26,-0.06,0.23,-0.06,0.12,-0.06,0.23,-0.11,0.25,-0.06,0.19,-0.12,0.22
Goose_Creek_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,0.44,-0.14,0.45,-0.09,0.42,-0.13,0.29,-0.09,0.42,-0.11,0.46,-0.08,0.38,-0.14,0.42
Goose_Creek_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.20,0.70,-0.19,0.70,-0.16,0.71,-0.25,0.58,-0.16,0.72,-0.18,0.74,-0.18,0.68,-0.15,0.74
Goose_Creek_ISD_Grade 5 Reading+_At Masters Grade Level,Goose_Creek_ISD,Grade 5 Reading+,At Masters Grade Level,2021,0.01,0.30,0.01,0.31,0.03,0.24,-0.04,0.13,0.03,0.22,0.07,0.36,0.03,0.19,0.03,0.21
Goose_Creek_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2021,-0.08,0.46,-0.07,0.47,-0.02,0.41,-0.11,0.25,-0.01,0.40,-0.01,0.51,-0.01,0.36,0.00,0.40
Goose_Creek_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2021,-0.13,0.73,-0.13,0.73,-0.12,0.71,-0.20,0.62,-0.10,0.71,-0.15,0.76,-0.13,0.67,-0.09,0.72
Goose_Creek_ISD_Grade 5 Science_At Masters Grade Level,Goose_Creek_ISD,Grade 5 Science,At Masters Grade Level,2021,-0.11,0.13,-0.11,0.14,-0.12,0.12,-0.08,0.07,-0.12,0.10,-0.13,0.21,-0.10,0.09,-0.13,0.11
Goose_Creek_ISD_Grade 5 Science_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.32,-0.19,0.32,-0.23,0.19,-0.18,0.31,-0.22,0.44,-0.17,0.28,-0.17,0.31
Goose_Creek_ISD_Grade 5 Science_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,0.62,-0.13,0.62,-0.10,0.66,-0.16,0.52,-0.09,0.66,-0.07,0.76,-0.10,0.63,-0.10,0.65
Harmony_Schools_Grade 3 Mathematics_At Masters Grade Level,Harmony_Schools,Grade 3 Mathematics,At Masters Grade Level,2021,-0.11,0.14,-0.10,0.15,-0.08,0.05,-0.11,0.04,-0.07,0.02,0.07,0.15,-0.08,0.03,-0.05,0.07
Harmony_Schools_Grade 3 Mathematics_At Masters Grade Level,Harmony_Schools,Grade 3 Mathematics,At Masters Grade Level,2021,-0.11,0.14,-0.10,0.15,-0.22,0.08,-0.15,0.05,-0.19,0.02,-0.47,0.14,-0.14,0.05,-0.14,0.09
Harmony_Schools_Grade 3 Mathematics_At Meets Grade Level or Above,Harmony_Schools,Grade 3 Mathematics,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.31,-0.23,0.12,-0.24,0.14,-0.21,0.03,-0.27,0.31,-0.22,0.10,-0.20,0.11
Harmony_Schools_Grade 3 Mathematics_At Meets Grade Level or Above,Harmony_Schools,Grade 3 Mathematics,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.31,-0.32,0.19,-0.31,0.14,-0.34,0.09,-0.37,0.33,-0.27,0.14,-0.26,0.20
Harmony_Schools_Grade 3 Mathematics_At Approaches Grade Level or Above,Harmony_Schools,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,-0.17,0.62,-0.17,0.62,-0.34,0.38,-0.30,0.46,-0.43,0.22,-0.37,0.46,-0.35,0.36,-0.33,0.34
Harmony_Schools_Grade 3 Mathematics_At Approaches Grade Level or Above,Harmony_Schools,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,-0.17,0.62,-0.17,0.62,-0.31,0.49,-0.33,0.42,-0.37,0.39,-0.19,0.69,-0.35,0.40,-0.32,0.44
Harmony_Schools_Grade 3 Reading_At Masters Grade Level,Harmony_Schools,Grade 3 Reading,At Masters Grade Level,2021,-0.08,0.19,-0.08,0.20,-0.15,0.08,-0.17,0.08,-0.13,0.05,-0.09,0.08,-0.15,0.07,-0.12,0.09
Harmony_Schools_Grade 3 Reading_At Masters Grade Level,Harmony_Schools,Grade 3 Reading,At Masters Grade Level,2021,-0.08,0.19,-0.08,0.20,-0.23,0.14,-0.24,0.12,-0.20,0.09,-0.31,0.21,-0.18,0.11,-0.15,0.15
Harmony_Schools_Grade 3 Reading_At Meets Grade Level or Above,Harmony_Schools,Grade 3 Reading,At Meets Grade Level or Above,2021,-0.06,0.39,-0.07,0.39,-0.16,0.22,-0.15,0.23,-0.15,0.15,-0.27,0.23,-0.14,0.21,-0.08,0.23
Harmony_Schools_Grade 3 Reading_At Meets Grade Level or Above,Harmony_Schools,Grade 3 Reading,At Meets Grade Level or Above,2021,-0.06,0.39,-0.07,0.39,-0.25,0.31,-0.21,0.30,-0.26,0.22,-0.29,0.47,-0.24,0.23,-0.17,0.31
Harmony_Schools_Grade 3 Reading_At Approaches Grade Level or Above,Harmony_Schools,Grade 3 Reading,At Approaches Grade Level or Above,2021,-0.09,0.67,-0.08,0.68,-0.14,0.54,-0.15,0.58,-0.12,0.48,-0.13,0.62,-0.13,0.53,-0.09,0.50
Harmony_Schools_Grade 3 Reading_At Approaches Grade Level or Above,Harmony_Schools,Grade 3 Reading,At Approaches Grade Level or Above,2021,-0.09,0.67,-0.08,0.68,-0.15,0.63,-0.18,0.63,-0.16,0.54,-0.12,0.76,-0.17,0.55,-0.12,0.59
Harmony_Schools_Grade 4 Mathematics_At Masters Grade Level,Harmony_Schools,Grade 4 Mathematics,At Masters Grade Level,2021,-0.07,0.21,-0.08,0.22,-0.16,0.12,-0.18,0.09,-0.13,0.06,-0.13,0.22,-0.15,0.06,-0.15,0.11
Harmony_Schools_Grade 4 Mathematics_At Masters Grade Level,Harmony_Schools,Grade 4 Mathematics,At Masters Grade Level,2021,-0.07,0.21,-0.08,0.22,-0.16,0.11,-0.09,0.14,-0.23,0.06,0.08,0.17,-0.15,0.10,-0.08,0.11
Harmony_Schools_Grade 4 Mathematics_At Meets Grade Level or Above,Harmony_Schools,Grade 4 Mathematics,At Meets Grade Level or Above,2021,-0.12,0.36,-0.12,0.37,-0.21,0.23,-0.16,0.25,-0.22,0.14,-0.25,0.34,-0.23,0.16,-0.24,0.22
Harmony_Schools_Grade 4 Mathematics_At Meets Grade Level or Above,Harmony_Schools,Grade 4 Mathematics,At Meets Grade Level or Above,2021,-0.12,0.36,-0.12,0.37,-0.24,0.25,-0.17,0.28,-0.35,0.15,0.22,0.67,-0.23,0.22,-0.16,0.26
Harmony_Schools_Grade 4 Mathematics_At Approaches Grade Level or Above,Harmony_Schools,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,0.59,-0.16,0.60,-0.24,0.50,-0.26,0.45,-0.25,0.42,-0.15,0.66,-0.27,0.41,-0.28,0.47
Harmony_Schools_Grade 4 Mathematics_At Approaches Grade Level or Above,Harmony_Schools,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,0.59,-0.16,0.60,-0.33,0.50,-0.27,0.55,-0.44,0.40,-0.15,0.67,-0.35,0.47,-0.34,0.48
Harmony_Schools_Grade 4 Reading_At Masters Grade Level,Harmony_Schools,Grade 4 Reading,At Masters Grade Level,2021,-0.05,0.17,-0.05,0.18,-0.14,0.09,-0.14,0.08,-0.10,0.08,-0.08,0.16,-0.14,0.05,-0.15,0.07
Harmony_Schools_Grade 4 Reading_At Masters Grade Level,Harmony_Schools,Grade 4 Reading,At Masters Grade Level,2021,-0.05,0.17,-0.05,0.18,-0.05,0.13,0.00,0.23,-0.09,0.03,-0.01,0.17,-0.02,0.13,-0.02,0.09
Harmony_Schools_Grade 4 Reading_At Meets Grade Level or Above,Harmony_Schools,Grade 4 Reading,At Meets Grade Level or Above,2021,-0.08,0.36,-0.08,0.37,-0.09,0.30,0.06,0.43,-0.19,0.17,-0.03,0.33,-0.08,0.27,-0.15,0.20
Harmony_Schools_Grade 4 Reading_At Meets Grade Level or Above,Harmony_Schools,Grade 4 Reading,At Meets Grade Level or Above,2021,-0.08,0.36,-0.08,0.37,-0.20,0.25,-0.13,0.29,-0.22,0.17,-0.21,0.38,-0.20,0.18,-0.25,0.21
Harmony_Schools_Grade 4 Reading_At Approaches Grade Level or Above,Harmony_Schools,Grade 4 Reading,At Approaches Grade Level or Above,2021,-0.12,0.63,-0.12,0.63,-0.25,0.54,-0.28,0.52,-0.29,0.43,-0.17,0.75,-0.28,0.45,-0.23,0.52
Harmony_Schools_Grade 4 Reading_At Approaches Grade Level or Above,Harmony_Schools,Grade 4 Reading,At Approaches Grade Level or Above,2021,-0.12,0.63,-0.12,0.63,-0.09,0.57,-0.04,0.62,-0.14,0.50,-0.32,0.50,-0.10,0.55,-0.12,0.54
Harmony_Schools_Grade 5 Mathematics+_At Masters Grade Level,Harmony_Schools,Grade 5 Mathematics+,At Masters Grade Level,2021,-0.11,0.25,-0.12,0.26,-0.26,0.12,-0.38,0.10,-0.15,0.11,-0.40,0.10,-0.25,0.12,-0.21,0.10
