Primary_Key_2019_2021,School_Name,Grade_Test_Type,Mastery_Level,Baseline_Year,Compared_Year,YOY_State_2021,YOY_Region_2021,YOY_District_2021,YOY_African_American_2021,YoY_Hispanic_2021,YoY_White_2021,YoY_Econ_Disadv_2021,YoY_ELL_2021
Humble_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2021,Humble_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.16,-0.16,-0.13,-0.13,-0.17,-0.09,-0.16,-0.21
Humble_ISD_Grade 4 Reading_At Masters Grade Level_2021,Humble_ISD,Grade 4 Reading,At Masters Grade Level,2019,2021,-0.05,-0.05,-0.06,-0.02,-0.07,-0.06,-0.05,-0.08
Humble_ISD_Grade 4 Reading_At Meets Grade Level or Above_2021,Humble_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,2021,-0.08,-0.08,-0.08,-0.03,-0.1,-0.07,-0.05,-0.12
Humble_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2021,Humble_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,2021,-0.12,-0.12,-0.1,-0.09,-0.13,-0.07,-0.12,-0.15
Humble_ISD_Grade 5 Mathematics+_At Masters Grade Level_2021,Humble_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,2021,-0.11,-0.12,-0.13,-0.08,-0.12,-0.14,-0.1,-0.12
Humble_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2021,Humble_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,2021,-0.14,-0.14,-0.12,-0.07,-0.15,-0.12,-0.13,-0.19
Humble_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2021,Humble_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,2021,-0.2,-0.19,-0.17,-0.2,-0.23,-0.11,-0.22,-0.25
Humble_ISD_Grade 5 Reading+_At Masters Grade Level_2021,Humble_ISD,Grade 5 Reading+,At Masters Grade Level,2019,2021,0.01,0.01,0.01,0.05,-0.01,0.01,-0.01,-0.01
Humble_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2021,Humble_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,2021,-0.08,-0.07,-0.07,-0.02,-0.1,-0.06,-0.08,-0.1
Humble_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2021,Humble_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.11,-0.12,-0.13,-0.08,-0.14,-0.14
Humble_ISD_Grade 5 Science_At Masters Grade Level_2021,Humble_ISD,Grade 5 Science,At Masters Grade Level,2019,2021,-0.11,-0.11,-0.1,-0.04,-0.09,-0.14,-0.06,-0.08
Humble_ISD_Grade 5 Science_At Meets Grade Level or Above_2021,Humble_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.16,-0.1,-0.17,-0.16,-0.13,-0.18
Humble_ISD_Grade 5 Science_At Approaches Grade Level or Above_2021,Humble_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.1,-0.07,-0.11,-0.09,-0.11,-0.16
Katy_ISD_Grade 3 Mathematics_At Masters Grade Level_2021,Katy_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,2021,-0.11,-0.1,-0.1,-0.1,-0.06,-0.07,-0.06,-0.09
Katy_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2021,Katy_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.13,-0.16,-0.14,-0.06,-0.14,-0.13
Katy_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2021,Katy_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.17,-0.17,-0.08,-0.11,-0.11,-0.04,-0.13,-0.09
Katy_ISD_Grade 3 Reading_At Masters Grade Level_2021,Katy_ISD,Grade 3 Reading,At Masters Grade Level,2019,2021,-0.08,-0.08,-0.08,-0.09,-0.07,-0.02,-0.07,-0.07
Katy_ISD_Grade 3 Reading_At Meets Grade Level or Above_2021,Katy_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,2021,-0.06,-0.07,-0.03,-0.02,-0.03,0.03,-0.02,-0.01
Katy_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2021,Katy_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,2021,-0.09,-0.08,-0.04,-0.08,-0.05,0.01,-0.06,-0.03
Katy_ISD_Grade 4 Mathematics_At Masters Grade Level_2021,Katy_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,2021,-0.07,-0.08,-0.03,-0.05,-0.04,-0.01,-0.03,-0.04
Katy_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2021,Katy_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,2021,-0.12,-0.12,-0.05,-0.05,-0.08,-0.03,-0.07,-0.07
Katy_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2021,Katy_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.16,-0.16,-0.08,-0.11,-0.13,-0.05,-0.13,-0.09
Katy_ISD_Grade 4 Reading_At Masters Grade Level_2021,Katy_ISD,Grade 4 Reading,At Masters Grade Level,2019,2021,-0.05,-0.05,-0.04,-0.02,-0.05,-0.03,-0.03,-0.02
Katy_ISD_Grade 4 Reading_At Meets Grade Level or Above_2021,Katy_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,2021,-0.08,-0.08,-0.06,-0.05,-0.1,-0.04,-0.07,-0.06
Katy_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2021,Katy_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,2021,-0.12,-0.12,-0.07,-0.09,-0.1,-0.05,-0.1,-0.07
Katy_ISD_Grade 5 Mathematics+_At Masters Grade Level_2021,Katy_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,2021,-0.11,-0.12,-0.08,-0.1,-0.08,-0.07,-0.11,-0.11
Katy_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2021,Katy_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,2021,-0.14,-0.14,-0.07,-0.11,-0.09,-0.05,-0.11,-0.09
Katy_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2021,Katy_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,2021,-0.2,-0.19,-0.1,-0.19,-0.13,-0.05,-0.17,-0.11
Katy_ISD_Grade 5 Reading+_At Masters Grade Level_2021,Katy_ISD,Grade 5 Reading+,At Masters Grade Level,2019,2021,0.01,0.01,0.04,0.05,0.03,0.04,0.03,0.02
Katy_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2021,Katy_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,2021,-0.08,-0.07,-0.06,-0.05,-0.05,-0.05,-0.06,-0.06
Katy_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2021,Katy_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.06,-0.1,-0.07,-0.05,-0.09,-0.06
Katy_ISD_Grade 5 Science_At Masters Grade Level_2021,Katy_ISD,Grade 5 Science,At Masters Grade Level,2019,2021,-0.11,-0.11,-0.13,-0.12,-0.13,-0.13,-0.13,-0.14
Katy_ISD_Grade 5 Science_At Meets Grade Level or Above_2021,Katy_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.16,-0.15,-0.2,-0.14,-0.21,-0.19
Katy_ISD_Grade 5 Science_At Approaches Grade Level or Above_2021,Katy_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.07,-0.09,-0.11,-0.04,-0.13,-0.12
Klein_ISD_Grade 3 Mathematics_At Masters Grade Level_2021,Klein_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,2021,-0.11,-0.1,-0.08,-0.05,-0.07,-0.09,-0.06,-0.07
Klein_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2021,Klein_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.13,-0.14,-0.13,-0.11,-0.12,-0.13
Klein_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2021,Klein_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.17,-0.17,-0.09,-0.17,-0.1,-0.06,-0.12,-0.08
Klein_ISD_Grade 3 Reading_At Masters Grade Level_2021,Klein_ISD,Grade 3 Reading,At Masters Grade Level,2019,2021,-0.08,-0.08,-0.08,-0.07,-0.09,-0.08,-0.07,-0.08
Klein_ISD_Grade 3 Reading_At Meets Grade Level or Above_2021,Klein_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,2021,-0.06,-0.07,-0.06,-0.06,-0.05,-0.04,-0.05,-0.05
Klein_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2021,Klein_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,2021,-0.09,-0.08,-0.06,-0.1,-0.05,-0.04,-0.06,-0.06
Klein_ISD_Grade 4 Mathematics_At Masters Grade Level_2021,Klein_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,2021,-0.07,-0.08,-0.06,-0.09,-0.07,-0.04,-0.06,-0.05
Klein_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2021,Klein_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,2021,-0.12,-0.12,-0.1,-0.14,-0.12,-0.07,-0.12,-0.13
Klein_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2021,Klein_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.16,-0.16,-0.11,-0.15,-0.12,-0.05,-0.13,-0.13
Klein_ISD_Grade 4 Reading_At Masters Grade Level_2021,Klein_ISD,Grade 4 Reading,At Masters Grade Level,2019,2021,-0.05,-0.05,-0.04,-0.04,-0.04,-0.05,-0.04,0
Klein_ISD_Grade 4 Reading_At Meets Grade Level or Above_2021,Klein_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,2021,-0.08,-0.08,-0.07,-0.05,-0.05,-0.09,-0.07,-0.06
Klein_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2021,Klein_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,2021,-0.12,-0.12,-0.1,-0.1,-0.12,-0.08,-0.12,-0.12
Klein_ISD_Grade 5 Mathematics+_At Masters Grade Level_2021,Klein_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,2021,-0.11,-0.12,-0.12,-0.1,-0.1,-0.12,-0.09,-0.09
Klein_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2021,Klein_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,2021,-0.14,-0.14,-0.11,-0.12,-0.11,-0.1,-0.11,-0.09
Klein_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2021,Klein_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,2021,-0.2,-0.19,-0.12,-0.2,-0.14,-0.07,-0.15,-0.12
Klein_ISD_Grade 5 Reading+_At Masters Grade Level_2021,Klein_ISD,Grade 5 Reading+,At Masters Grade Level,2019,2021,0.01,0.01,0.03,0.03,0.05,0.05,0.05,0.05
Klein_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2021,Klein_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,2021,-0.08,-0.07,-0.04,-0.04,-0.02,-0.03,-0.03,0
Klein_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2021,Klein_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.08,-0.08,-0.09,-0.05,-0.09,-0.07
Klein_ISD_Grade 5 Science_At Masters Grade Level_2021,Klein_ISD,Grade 5 Science,At Masters Grade Level,2019,2021,-0.11,-0.11,-0.12,-0.06,-0.1,-0.15,-0.09,-0.09
Klein_ISD_Grade 5 Science_At Meets Grade Level or Above_2021,Klein_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.15,-0.09,-0.14,-0.13,-0.13,-0.13
Klein_ISD_Grade 5 Science_At Approaches Grade Level or Above_2021,Klein_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.06,-0.08,-0.06,-0.05,-0.08,-0.08
La_Porte_ISD_Grade 3 Mathematics_At Masters Grade Level_2021,La_Porte_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,2021,-0.11,-0.1,-0.11,-0.07,-0.11,-0.14,-0.11,-0.06
La_Porte_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2021,La_Porte_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.1,0.1,-0.11,-0.14,-0.09,-0.01
La_Porte_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2021,La_Porte_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.17,-0.17,-0.05,0.01,-0.07,-0.03,-0.05,-0.02
La_Porte_ISD_Grade 3 Reading_At Masters Grade Level_2021,La_Porte_ISD,Grade 3 Reading,At Masters Grade Level,2019,2021,-0.08,-0.08,-0.11,-0.02,-0.13,-0.11,-0.1,-0.05
La_Porte_ISD_Grade 3 Reading_At Meets Grade Level or Above_2021,La_Porte_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,2021,-0.06,-0.07,-0.09,0.1,-0.12,-0.1,-0.1,-0.07
La_Porte_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2021,La_Porte_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,2021,-0.09,-0.08,-0.07,0.15,-0.1,-0.08,-0.08,-0.16
La_Porte_ISD_Grade 4 Mathematics_At Masters Grade Level_2021,La_Porte_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,2021,-0.07,-0.08,-0.02,-0.07,-0.01,-0.01,-0.01,-0.05
La_Porte_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2021,La_Porte_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,2021,-0.12,-0.12,-0.07,-0.1,-0.07,-0.06,-0.09,-0.2
La_Porte_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2021,La_Porte_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.16,-0.16,-0.11,-0.16,-0.13,-0.08,-0.14,-0.19
La_Porte_ISD_Grade 4 Reading_At Masters Grade Level_2021,La_Porte_ISD,Grade 4 Reading,At Masters Grade Level,2019,2021,-0.05,-0.05,-0.03,-0.07,-0.02,-0.04,0.01,0.03
La_Porte_ISD_Grade 4 Reading_At Meets Grade Level or Above_2021,La_Porte_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,2021,-0.08,-0.08,-0.07,-0.08,-0.08,-0.07,-0.06,-0.02
La_Porte_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2021,La_Porte_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,2021,-0.12,-0.12,-0.11,-0.19,-0.11,-0.09,-0.08,-0.1
La_Porte_ISD_Grade 5 Mathematics+_At Masters Grade Level_2021,La_Porte_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,2021,-0.11,-0.12,-0.09,-0.26,-0.06,-0.1,-0.06,-0.1
La_Porte_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2021,La_Porte_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,2021,-0.14,-0.14,-0.07,-0.14,-0.02,-0.11,-0.03,-0.06
La_Porte_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2021,La_Porte_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,2021,-0.2,-0.19,-0.09,-0.08,-0.08,-0.09,-0.12,-0.14
La_Porte_ISD_Grade 5 Reading+_At Masters Grade Level_2021,La_Porte_ISD,Grade 5 Reading+,At Masters Grade Level,2019,2021,0.01,0.01,0.08,-0.07,0.11,0.05,0.09,0
La_Porte_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2021,La_Porte_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,2021,-0.08,-0.07,0.06,0.15,0.06,0.06,0.08,0.04
La_Porte_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2021,La_Porte_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.08,-0.05,-0.07,-0.09,-0.08,-0.1
La_Porte_ISD_Grade 5 Science_At Masters Grade Level_2021,La_Porte_ISD,Grade 5 Science,At Masters Grade Level,2019,2021,-0.11,-0.11,-0.1,-0.11,-0.06,-0.14,-0.06,-0.04
La_Porte_ISD_Grade 5 Science_At Meets Grade Level or Above_2021,La_Porte_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.1,-0.15,-0.11,-0.08,-0.05,-0.05
La_Porte_ISD_Grade 5 Science_At Approaches Grade Level or Above_2021,La_Porte_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.04,-0.12,-0.02,-0.05,-0.01,-0.01
Pasadena_ISD_Grade 3 Mathematics_At Masters Grade Level_2021,Pasadena_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,2021,-0.11,-0.1,-0.11,-0.07,-0.11,-0.18,-0.11,-0.13
Pasadena_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2021,Pasadena_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.23,-0.19,-0.22,-0.35,-0.23,-0.24
Pasadena_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2021,Pasadena_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.17,-0.17,-0.27,-0.38,-0.27,-0.25,-0.29,-0.27
Pasadena_ISD_Grade 3 Reading_At Masters Grade Level_2021,Pasadena_ISD,Grade 3 Reading,At Masters Grade Level,2019,2021,-0.08,-0.08,-0.11,-0.08,-0.11,-0.05,-0.11,-0.1
Pasadena_ISD_Grade 3 Reading_At Meets Grade Level or Above_2021,Pasadena_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,2021,-0.06,-0.07,-0.15,-0.14,-0.15,-0.12,-0.15,-0.18
Pasadena_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2021,Pasadena_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,2021,-0.09,-0.08,-0.21,-0.24,-0.21,-0.17,-0.22,-0.24
Pasadena_ISD_Grade 4 Mathematics_At Masters Grade Level_2021,Pasadena_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,2021,-0.07,-0.08,-0.08,-0.08,-0.09,-0.03,-0.08,-0.11
Pasadena_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2021,Pasadena_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,2021,-0.12,-0.12,-0.19,-0.18,-0.18,-0.17,-0.19,-0.25
Pasadena_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2021,Pasadena_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.16,-0.16,-0.25,-0.26,-0.25,-0.25,-0.26,-0.29
Pasadena_ISD_Grade 4 Reading_At Masters Grade Level_2021,Pasadena_ISD,Grade 4 Reading,At Masters Grade Level,2019,2021,-0.05,-0.05,-0.09,-0.1,-0.08,-0.13,-0.09,-0.09
Pasadena_ISD_Grade 4 Reading_At Meets Grade Level or Above_2021,Pasadena_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,2021,-0.08,-0.08,-0.16,-0.14,-0.17,-0.13,-0.16,-0.18
Pasadena_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2021,Pasadena_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,2021,-0.12,-0.12,-0.23,-0.27,-0.24,-0.15,-0.24,-0.25
Pasadena_ISD_Grade 5 Mathematics+_At Masters Grade Level_2021,Pasadena_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,2021,-0.11,-0.12,-0.15,-0.14,-0.15,-0.16,-0.15,-0.18
Pasadena_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2021,Pasadena_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,2021,-0.14,-0.14,-0.23,-0.23,-0.23,-0.24,-0.22,-0.27
Pasadena_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2021,Pasadena_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,2021,-0.2,-0.19,-0.29,-0.34,-0.31,-0.28,-0.3,-0.34
Pasadena_ISD_Grade 5 Reading+_At Masters Grade Level_2021,Pasadena_ISD,Grade 5 Reading+,At Masters Grade Level,2019,2021,0.01,0.01,-0.04,-0.06,-0.04,-0.03,-0.04,-0.07
Pasadena_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2021,Pasadena_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,2021,-0.08,-0.07,-0.16,-0.17,-0.16,-0.13,-0.15,-0.2
Pasadena_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2021,Pasadena_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.22,-0.23,-0.23,-0.2,-0.23,-0.27
Pasadena_ISD_Grade 5 Science_At Masters Grade Level_2021,Pasadena_ISD,Grade 5 Science,At Masters Grade Level,2019,2021,-0.11,-0.11,-0.15,-0.07,-0.14,-0.22,-0.13,-0.15
Pasadena_ISD_Grade 5 Science_At Meets Grade Level or Above_2021,Pasadena_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.28,-0.22,-0.29,-0.32,-0.27,-0.31
Pasadena_ISD_Grade 5 Science_At Approaches Grade Level or Above_2021,Pasadena_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.24,-0.3,-0.25,-0.21,-0.25,-0.27
Sheldon_ISD_Grade 3 Mathematics_At Masters Grade Level_2021,Sheldon_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,2021,-0.11,-0.1,-0.1,-0.04,-0.11,-0.14,-0.1,-0.13
Sheldon_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2021,Sheldon_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.18,-0.13,-0.2,-0.31,-0.17,-0.23
Sheldon_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2021,Sheldon_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.17,-0.17,-0.24,-0.26,-0.25,-0.15,-0.25,-0.24
Sheldon_ISD_Grade 3 Reading_At Masters Grade Level_2021,Sheldon_ISD,Grade 3 Reading,At Masters Grade Level,2019,2021,-0.08,-0.08,-0.12,-0.06,-0.15,-0.02,-0.12,-0.15
Sheldon_ISD_Grade 3 Reading_At Meets Grade Level or Above_2021,Sheldon_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,2021,-0.06,-0.07,-0.11,-0.07,-0.13,0.04,-0.1,-0.17
Sheldon_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2021,Sheldon_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,2021,-0.09,-0.08,-0.13,-0.07,-0.16,-0.01,-0.16,-0.18
Sheldon_ISD_Grade 4 Mathematics_At Masters Grade Level_2021,Sheldon_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,2021,-0.07,-0.08,-0.09,-0.06,-0.1,-0.03,-0.1,-0.11
Sheldon_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2021,Sheldon_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,2021,-0.12,-0.12,-0.16,-0.09,-0.17,-0.16,-0.17,-0.17
Sheldon_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2021,Sheldon_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.16,-0.16,-0.19,-0.21,-0.19,-0.26,-0.2,-0.17
Sheldon_ISD_Grade 4 Reading_At Masters Grade Level_2021,Sheldon_ISD,Grade 4 Reading,At Masters Grade Level,2019,2021,-0.05,-0.05,-0.07,-0.04,-0.08,0.04,-0.07,-0.08
Sheldon_ISD_Grade 4 Reading_At Meets Grade Level or Above_2021,Sheldon_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,2021,-0.08,-0.08,-0.1,-0.07,-0.12,0.02,-0.11,-0.09
Sheldon_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2021,Sheldon_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,2021,-0.12,-0.12,-0.2,-0.23,-0.19,-0.37,-0.22,-0.21
Sheldon_ISD_Grade 5 Mathematics+_At Masters Grade Level_2021,Sheldon_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,2021,-0.11,-0.12,-0.12,-0.03,-0.14,-0.09,-0.12,-0.14
Sheldon_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2021,Sheldon_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,2021,-0.14,-0.14,-0.14,-0.04,-0.17,0.03,-0.16,-0.18
Sheldon_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2021,Sheldon_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,2021,-0.2,-0.19,-0.27,-0.22,-0.27,-0.16,-0.28,-0.3
Sheldon_ISD_Grade 5 Reading+_At Masters Grade Level_2021,Sheldon_ISD,Grade 5 Reading+,At Masters Grade Level,2019,2021,0.01,0.01,-0.04,0.01,-0.05,-0.05,-0.05,-0.03
Sheldon_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2021,Sheldon_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,2021,-0.08,-0.07,-0.14,-0.12,-0.13,-0.23,-0.14,-0.12
Sheldon_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2021,Sheldon_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.22,-0.26,-0.2,-0.09,-0.23,-0.21
Sheldon_ISD_Grade 5 Science_At Meets Grade Level or Above_2021,Sheldon_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.2,-0.1,-0.22,-0.3,-0.2,-0.22
Sheldon_ISD_Grade 5 Science_At Approaches Grade Level or Above_2021,Sheldon_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.18,-0.13,-0.18,-0.07,-0.18,-0.21
Spring_Branch_ISD_Grade 3 Mathematics_At Masters Grade Level_2021,Spring_Branch_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,2021,-0.11,-0.1,-0.04,-0.07,-0.05,-0.01,-0.06,-0.07
Spring_Branch_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2021,Spring_Branch_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.06,-0.11,-0.08,-0.02,-0.08,-0.1
Spring_Branch_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2021,Spring_Branch_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.17,-0.17,-0.09,-0.09,-0.12,-0.02,-0.14,-0.14
Spring_Branch_ISD_Grade 3 Reading_At Masters Grade Level_2021,Spring_Branch_ISD,Grade 3 Reading,At Masters Grade Level,2019,2021,-0.08,-0.08,-0.06,-0.07,-0.05,-0.06,-0.06,-0.06
Spring_Branch_ISD_Grade 3 Reading_At Meets Grade Level or Above_2021,Spring_Branch_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,2021,-0.06,-0.07,-0.03,-0.04,-0.04,0,-0.06,-0.06
