Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,Econ_Disadv,ELL
Channelview_ISD_Grade 5 Mathematics,Channelview_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2022,0.77,0.76,0.77,0.62,0.78,0.82,0.77,0.8
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.82,0.71,0.79,0.9,0.76,0.8
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.82,0.71,0.79,0.9,0.76,0.8
Klein_ISD_Grade 5 Mathematics,Klein_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.81,0.69,0.78,0.89,0.74,0.8
Klein_ISD_Grade 5 Mathematics,Klein_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.81,0.69,0.78,0.89,0.74,0.8
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.75,0.68,0.76,0.77,0.74,0.8
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.75,0.68,0.76,0.77,0.74,0.8
Harmony_Schools_West_Grade 5 Mathematics,Harmony_Schools_West,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.75,0.63,0.6,0.89,0.7,0.8
Harmony_Schools_West_Grade 5 Mathematics,Harmony_Schools_West,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.75,0.63,0.6,0.89,0.7,0.8
Katy_ISD_Grade 5 Science,Katy_ISD,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.83,0.66,0.75,0.9,0.69,0.8
Katy_ISD_Grade 5 Science,Katy_ISD,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.83,0.66,0.75,0.9,0.69,0.8
Tomball_ISD_Grade 3 Mathematics,Tomball_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.83,0.7,0.77,0.84,0.67,0.8
Tomball_ISD_Grade 3 Mathematics,Tomball_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.83,0.7,0.77,0.84,0.67,0.8
Tomball_ISD_Grade 4 Mathematics,Tomball_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.6,0.82,0.45,0.78,0.85,0.66,0.8
Tomball_ISD_Grade 4 Mathematics,Tomball_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.6,0.82,0.45,0.78,0.85,0.66,0.8
Aristoi_Classical_Academy_Grade 5 Reading,Aristoi_Classical_Academy,Grade 5 Reading,At Meets Grade Level or Above,2022,0.58,0.58,0.72,0.6,0.64,0.77,0.64,0.8
Aristoi_Classical_Academy_Grade 5 Reading,Aristoi_Classical_Academy,Grade 5 Reading,At Meets Grade Level or Above,2022,0.58,0.58,0.72,0.6,0.64,0.77,0.64,0.8
Aristoi_Classical_Academy_Grade 5 Science,Aristoi_Classical_Academy,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.45,0.2,0.39,0.51,0.36,0.8
Aristoi_Classical_Academy_Grade 5 Science,Aristoi_Classical_Academy,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.45,0.2,0.39,0.51,0.36,0.8
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Approaches Grade Level or Above,2021,0.62,0.62,0.84,0.82,0.86,0.83,0.85,0.79
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Approaches Grade Level or Above,2021,0.62,0.62,0.84,0.82,0.86,0.83,0.85,0.79
Harmony_Schools_Grade 7 Reading,Harmony_Schools,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.86,0.87,0.83,0.92,0.83,0.79
Harmony_Schools_Grade 7 Reading,Harmony_Schools,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.86,0.87,0.83,0.92,0.83,0.79
Yes_Prep_Schools_Grade 8 Reading,Yes_Prep_Schools,Grade 8 Reading,At Approaches Grade Level or Above,2022,0.83,0.84,0.82,0.74,0.83,0.86,0.81,0.79
Yes_Prep_Schools_Grade 8 Reading,Yes_Prep_Schools,Grade 8 Reading,At Approaches Grade Level or Above,2022,0.83,0.84,0.82,0.74,0.83,0.86,0.81,0.79
Harmony_Schools_West_Grade 5 Reading,Harmony_Schools_West,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.81,0.76,0.73,0.96,0.76,0.79
Harmony_Schools_West_Grade 5 Reading,Harmony_Schools_West,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.81,0.76,0.73,0.96,0.76,0.79
Tomball_ISD_Grade 7 Reading,Tomball_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021,0.69,0.71,0.86,0.69,0.82,0.89,0.75,0.79
Tomball_ISD_Grade 7 Reading,Tomball_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021,0.69,0.71,0.86,0.69,0.82,0.89,0.75,0.79
Goose_Creek_ISD_Grade 5 Reading,Goose_Creek_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.77,0.58,0.8,0.78,0.74,0.79
Goose_Creek_ISD_Grade 5 Reading,Goose_Creek_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.77,0.58,0.8,0.78,0.74,0.79
Huffman_ISD_Grade 7 Reading,Huffman_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.78,0.86,0.75,0.8,0.73,0.79
Huffman_ISD_Grade 7 Reading,Huffman_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.78,0.86,0.75,0.8,0.73,0.79
Katy_ISD_Grade 6 Reading,Katy_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2022,0.7,0.7,0.84,0.75,0.76,0.9,0.72,0.79
Katy_ISD_Grade 6 Reading,Katy_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2022,0.7,0.7,0.84,0.75,0.76,0.9,0.72,0.79
Tomball_ISD_Grade 7 Mathematics,Tomball_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021,0.55,0.57,0.85,0.64,0.8,0.89,0.72,0.79
Tomball_ISD_Grade 7 Mathematics,Tomball_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021,0.55,0.57,0.85,0.64,0.8,0.89,0.72,0.79
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.81,0.68,0.74,0.87,0.68,0.79
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.81,0.68,0.74,0.87,0.68,0.79
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.8,0.65,0.72,0.88,0.66,0.79
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.8,0.65,0.72,0.88,0.66,0.79
Tomball_ISD_Grade 7 Mathematics,Tomball_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2022,0.61,0.63,0.87,0.79,0.82,0.9,0.79,0.78
Tomball_ISD_Grade 7 Mathematics,Tomball_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2022,0.61,0.63,0.87,0.79,0.82,0.9,0.79,0.78
La_Porte_ISD_Grade 4 Mathematics,La_Porte_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.7,0.7,0.81,0.79,0.78,0.85,0.76,0.78
La_Porte_ISD_Grade 4 Mathematics,La_Porte_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.7,0.7,0.81,0.79,0.78,0.85,0.76,0.78
Harmony_Schools_West_Grade 3 Mathematics,Harmony_Schools_West,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.79,0.8,0.6,0.93,0.75,0.78
Harmony_Schools_West_Grade 3 Mathematics,Harmony_Schools_West,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.79,0.8,0.6,0.93,0.75,0.78
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.81,0.73,0.78,0.91,0.75,0.78
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.81,0.73,0.78,0.91,0.75,0.78
Cypress_Fairbanks_ISD_Grade 7 Reading,Cypress_Fairbanks_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.88,0.81,0.85,0.95,0.82,0.77
Cypress_Fairbanks_ISD_Grade 7 Reading,Cypress_Fairbanks_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.88,0.81,0.85,0.95,0.82,0.77
Crosby_ISD_Grade 3 Reading,Crosby_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.8,0.67,0.79,0.85,0.78,0.77
Crosby_ISD_Grade 3 Reading,Crosby_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.8,0.67,0.79,0.85,0.78,0.77
Harmony_Schools_Grade 5 Reading,Harmony_Schools,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.8,0.8,0.75,0.95,0.76,0.77
Harmony_Schools_Grade 5 Reading,Harmony_Schools,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.8,0.8,0.75,0.95,0.76,0.77
Tomball_ISD_Grade 3 Reading,Tomball_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.85,0.82,0.8,0.86,0.72,0.77
Tomball_ISD_Grade 3 Reading,Tomball_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.85,0.82,0.8,0.86,0.72,0.77
Katy_ISD_Grade 6 Reading,Katy_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.83,0.74,0.75,0.89,0.69,0.77
Katy_ISD_Grade 6 Reading,Katy_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.83,0.74,0.75,0.89,0.69,0.77
Goose_Creek_ISD_Grade 5 Mathematics,Goose_Creek_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2022,0.77,0.76,0.72,0.57,0.74,0.78,0.69,0.77
Goose_Creek_ISD_Grade 5 Mathematics,Goose_Creek_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2022,0.77,0.76,0.72,0.57,0.74,0.78,0.69,0.77
Deer_Park_ISD_Grade 5 Mathematics,Deer_Park_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.74,0.5,0.75,0.75,0.68,0.77
Deer_Park_ISD_Grade 5 Mathematics,Deer_Park_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.74,0.5,0.75,0.75,0.68,0.77
Katy_ISD_Grade 4 Mathematics,Katy_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.6,0.79,0.61,0.69,0.87,0.62,0.77
Katy_ISD_Grade 4 Mathematics,Katy_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.6,0.79,0.61,0.69,0.87,0.62,0.77
Huffman_ISD_Grade 3 Reading,Huffman_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.76,1,0.75,0.75,0.74,0.76
Huffman_ISD_Grade 3 Reading,Huffman_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.76,1,0.75,0.75,0.74,0.76
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.79,0.64,0.75,0.91,0.7,0.76
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.79,0.64,0.75,0.91,0.7,0.76
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.7,0.7,0.77,0.62,0.73,0.86,0.69,0.76
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.7,0.7,0.77,0.62,0.73,0.86,0.69,0.76
Goose_Creek_ISD_Grade 4 Reading,Goose_Creek_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.73,0.59,0.74,0.78,0.69,0.76
Goose_Creek_ISD_Grade 4 Reading,Goose_Creek_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.73,0.59,0.74,0.78,0.69,0.76
Katy_ISD_Grade 5 Science,Katy_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,0.62,0.62,0.81,0.67,0.73,0.89,0.66,0.76
Katy_ISD_Grade 5 Science,Katy_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,0.62,0.62,0.81,0.67,0.73,0.89,0.66,0.76
Tomball_ISD_Grade 4 Reading,Tomball_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.82,0.64,0.76,0.85,0.66,0.76
Tomball_ISD_Grade 4 Reading,Tomball_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.82,0.64,0.76,0.85,0.66,0.76
Yes_Prep_Schools_Grade 7 Reading,Yes_Prep_Schools,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.78,0.68,0.78,0.71,0.76,0.75
Yes_Prep_Schools_Grade 7 Reading,Yes_Prep_Schools,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.78,0.68,0.78,0.71,0.76,0.75
Humble_ISD_Grade 5 Reading,Humble_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.83,0.75,0.81,0.9,0.74,0.75
Humble_ISD_Grade 5 Reading,Humble_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.83,0.75,0.81,0.9,0.74,0.75
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.82,0.72,0.79,0.89,0.74,0.75
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.82,0.72,0.79,0.89,0.74,0.75
Sheldon_ISD_Grade 5 Reading,Sheldon_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.75,0.7,0.77,0.67,0.74,0.75
Sheldon_ISD_Grade 5 Reading,Sheldon_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.75,0.7,0.77,0.67,0.74,0.75
Klein_ISD_Grade 5 Reading,Klein_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.81,0.75,0.76,0.9,0.73,0.75
Klein_ISD_Grade 5 Reading,Klein_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.81,0.75,0.76,0.9,0.73,0.75
Deer_Park_ISD_Grade 7 Reading,Deer_Park_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021,0.69,0.71,0.79,0.71,0.77,0.83,0.73,0.75
Deer_Park_ISD_Grade 7 Reading,Deer_Park_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021,0.69,0.71,0.79,0.71,0.77,0.83,0.73,0.75
Goose_Creek_ISD_Grade 3 Reading,Goose_Creek_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.76,0.64,0.77,0.83,0.73,0.75
Goose_Creek_ISD_Grade 3 Reading,Goose_Creek_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.76,0.64,0.77,0.83,0.73,0.75
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.74,0.61,0.76,0.7,0.73,0.75
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.74,0.61,0.76,0.7,0.73,0.75
Cypress_Fairbanks_ISD_Grade 5 Reading,Cypress_Fairbanks_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.79,0.69,0.75,0.89,0.72,0.75
Cypress_Fairbanks_ISD_Grade 5 Reading,Cypress_Fairbanks_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.79,0.69,0.75,0.89,0.72,0.75
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.78,0.63,0.75,0.87,0.7,0.75
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.78,0.63,0.75,0.87,0.7,0.75
Houston_ISD_Grade 5 Mathematics,Houston_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2022,0.77,0.76,0.74,0.64,0.74,0.87,0.7,0.75
Houston_ISD_Grade 5 Mathematics,Houston_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2022,0.77,0.76,0.74,0.64,0.74,0.87,0.7,0.75
Sheldon_ISD_Grade 4 Reading,Sheldon_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.69,0.6,0.72,0.76,0.68,0.75
Sheldon_ISD_Grade 4 Reading,Sheldon_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.69,0.6,0.72,0.76,0.68,0.75
Channelview_ISD_Grade 4 Mathematics,Channelview_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.7,0.7,0.68,0.41,0.71,0.7,0.67,0.75
Channelview_ISD_Grade 4 Mathematics,Channelview_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.7,0.7,0.68,0.41,0.71,0.7,0.67,0.75
Beta_Academy_Grade 5 Mathematics,Beta_Academy,Grade 5 Mathematics,At Meets Grade Level or Above,2022,0.48,0.49,0.67,0.6,0.69,0.43,0.65,0.75
Beta_Academy_Grade 5 Mathematics,Beta_Academy,Grade 5 Mathematics,At Meets Grade Level or Above,2022,0.48,0.49,0.67,0.6,0.69,0.43,0.65,0.75
Yes_Prep_Schools_Grade 8 Mathematics,Yes_Prep_Schools,Grade 8 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.72,0.77,0.66,0.78,0.82,0.76,0.74
Yes_Prep_Schools_Grade 8 Mathematics,Yes_Prep_Schools,Grade 8 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.72,0.77,0.66,0.78,0.82,0.76,0.74
Galena_Park_ISD_Grade 7 Reading,Galena_Park_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.77,0.8,0.77,0.79,0.76,0.74
Galena_Park_ISD_Grade 7 Reading,Galena_Park_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.77,0.8,0.77,0.79,0.76,0.74
Harmony_Schools_West_Grade 5 Science,Harmony_Schools_West,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.78,0.82,0.54,0.83,0.75,0.74
Harmony_Schools_West_Grade 5 Science,Harmony_Schools_West,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.78,0.82,0.54,0.83,0.75,0.74
Pasadena_ISD_Grade 4 Reading,Pasadena_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.76,0.72,0.75,0.84,0.74,0.74
Pasadena_ISD_Grade 4 Reading,Pasadena_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.76,0.72,0.75,0.84,0.74,0.74
Crosby_ISD_Grade 5 Mathematics,Crosby_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.78,0.75,0.74,0.84,0.74,0.74
Crosby_ISD_Grade 5 Mathematics,Crosby_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.78,0.75,0.74,0.84,0.74,0.74
Houston_ISD_Grade 5 Reading,Houston_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.77,0.71,0.75,0.91,0.73,0.74
Houston_ISD_Grade 5 Reading,Houston_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.77,0.71,0.75,0.91,0.73,0.74
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.76,0.73,0.73,0.9,0.73,0.74
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.76,0.73,0.73,0.9,0.73,0.74
Spring_Branch_ISD_Grade 5 Mathematics,Spring_Branch_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2022,0.77,0.76,0.8,0.59,0.73,0.95,0.7,0.74
Spring_Branch_ISD_Grade 5 Mathematics,Spring_Branch_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2022,0.77,0.76,0.8,0.59,0.73,0.95,0.7,0.74
Galena_Park_ISD_Grade 5 Reading,Galena_Park_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.71,0.57,0.73,0.68,0.7,0.74
Galena_Park_ISD_Grade 5 Reading,Galena_Park_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.71,0.57,0.73,0.68,0.7,0.74
Harmony_Schools_West_Grade 6 Reading,Harmony_Schools_West,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.74,0.69,0.6,0.67,0.7,0.74
Harmony_Schools_West_Grade 6 Reading,Harmony_Schools_West,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.74,0.69,0.6,0.67,0.7,0.74
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.7,0.7,0.71,0.56,0.73,0.75,0.69,0.74
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.7,0.7,0.71,0.56,0.73,0.75,0.69,0.74
Goose_Creek_ISD_Grade 5 Mathematics,Goose_Creek_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.71,0.58,0.72,0.74,0.68,0.74
Goose_Creek_ISD_Grade 5 Mathematics,Goose_Creek_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.71,0.58,0.72,0.74,0.68,0.74
Sheldon_ISD_Grade 5 Mathematics,Sheldon_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2022,0.77,0.76,0.7,0.58,0.74,0.56,0.68,0.74
Sheldon_ISD_Grade 5 Mathematics,Sheldon_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2022,0.77,0.76,0.7,0.58,0.74,0.56,0.68,0.74
Beta_Academy_Grade 5 Reading,Beta_Academy,Grade 5 Reading,At Meets Grade Level or Above,2021,0.46,0.47,0.76,0.73,0.79,0.67,0.8,0.73
Beta_Academy_Grade 5 Reading,Beta_Academy,Grade 5 Reading,At Meets Grade Level or Above,2021,0.46,0.47,0.76,0.73,0.79,0.67,0.8,0.73
Deer_Park_ISD_Grade 5 Reading,Deer_Park_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.84,0.63,0.8,0.92,0.76,0.73
Deer_Park_ISD_Grade 5 Reading,Deer_Park_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.84,0.63,0.8,0.92,0.76,0.73
Crosby_ISD_Grade 5 Reading,Crosby_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.82,0.79,0.78,0.87,0.76,0.73
Crosby_ISD_Grade 5 Reading,Crosby_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.82,0.79,0.78,0.87,0.76,0.73
Harmony_Schools_West_Grade 7 Mathematics,Harmony_Schools_West,Grade 7 Mathematics,At Approaches Grade Level or Above,2021,0.55,0.57,0.77,0.73,0.66,0.88,0.74,0.73
Harmony_Schools_West_Grade 7 Mathematics,Harmony_Schools_West,Grade 7 Mathematics,At Approaches Grade Level or Above,2021,0.55,0.57,0.77,0.73,0.66,0.88,0.74,0.73
Spring_Branch_ISD_Grade 5 Reading,Spring_Branch_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.82,0.65,0.75,0.95,0.72,0.73
Spring_Branch_ISD_Grade 5 Reading,Spring_Branch_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.82,0.65,0.75,0.95,0.72,0.73
Goose_Creek_ISD_Grade 6 Mathematics,Goose_Creek_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2022,0.73,0.73,0.73,0.59,0.74,0.77,0.7,0.73
Goose_Creek_ISD_Grade 6 Mathematics,Goose_Creek_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2022,0.73,0.73,0.73,0.59,0.74,0.77,0.7,0.73
Galena_Park_ISD_Grade 5 Mathematics,Galena_Park_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.7,0.54,0.72,0.75,0.68,0.73
Galena_Park_ISD_Grade 5 Mathematics,Galena_Park_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.7,0.54,0.72,0.75,0.68,0.73
Harmony_Schools_South_Grade 4 Reading,Harmony_Schools_South,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.77,0.78,0.75,0.93,0.78,0.72
Harmony_Schools_South_Grade 4 Reading,Harmony_Schools_South,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.77,0.78,0.75,0.93,0.78,0.72
Pasadena_ISD_Grade 7 Reading,Pasadena_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.76,0.75,0.75,0.85,0.75,0.72
Pasadena_ISD_Grade 7 Reading,Pasadena_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.76,0.75,0.75,0.85,0.75,0.72
Deer_Park_ISD_Grade 5 Mathematics,Deer_Park_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2022,0.77,0.76,0.78,0.74,0.78,0.79,0.74,0.72
Deer_Park_ISD_Grade 5 Mathematics,Deer_Park_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2022,0.77,0.76,0.78,0.74,0.78,0.79,0.74,0.72
Pasadena_ISD_Grade 5 Reading,Pasadena_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.75,0.72,0.74,0.86,0.73,0.72
Pasadena_ISD_Grade 5 Reading,Pasadena_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.75,0.72,0.74,0.86,0.73,0.72
